description,edibility_binary
"Nolanea cetrata (Fr. ex Fr.) Kummer syn. Rhodophyllus cetratus (Fr. ex Fr.) Qu�l. Moor-Gl�ckling. Cap 1�3cm across, bell-shaped, ochre-brown to tan, striate. Stem 25�60 x 2�4mm, pale tan-buff covered in long whitish silky fibres. Flesh thin, dark brown in cap, paler in stem. Taste and smell not distinctive. Gills flesh-coloured to light tan. Spore print pink. Spores angular, 9�12 x 6.5�8um. Basidia two-spored. Habitat under conifers, sometimes in sphagnum. Season autumn. Frequent. Not edible Found In Europe.",poisonous
"Nolanea farinolens Orton. Mehliger Gl�ckling. Cap 1.5�3cm across, varying in shape from convex or flattened-convex to slightly depressed, even umbonate, sepia to brownish-black, darkening towards the centre, drying pale buff or pallid, finely striate when moist. Stem 20�70 x 2�3mm, concolorous with cap or paler. Flesh concolorous. Taste strongly of meal, smell mealy when crushed. Gills whitish grey at first then becoming brownish-pink. Spore print pink. Spores subglobose to broadly elliptic, with rather rounded angles, 6.5�9 x 5.5�7um. Cap cuticle tough and cartilaginous. Habitat in grass or soil in damp, shady woodland. Season summer to early autumn. Occasional. Not edible. Found In Europe.",poisonous
"Nolanea hirtipes (Schum. ex Fr.) Kummer syn. Rhodophyllus hirtipes (Schum. ex Fr.) Qu�l. syn. R. mammosus var. typicus K�hn. & Romagn. Br�chiger Gl�ckling. Cap 2�5cm across, bell-shaped, dark sepia to dirty grey-brown drying pale ochre-tan, the prominent umbo darker brown. Stem 70�150 x 2�5mm, concolorous with cap or paler, covered in fine white down at the slightly thickened base. Flesh thin, greyish-brown. Smell distinctly of cucumber. Gills whitish at first becoming pale pinkish-brown. Cheilocystidia thin-walled, hair-like with obtuse apices. Spore print pink. Spores angular, 11�14 x 7�8um. Habitat amongst grass or in mixed woodland. Season autumn. Occasional. Not edible. Found In Europe.",poisonous
"Nolanea lucida Orton. Gl�nzender Gl�ckling. Cap 1�4(5)cm across, conico-convex then flattened or bell-shaped with a broad umbo, sepia darkening towards the centre drying pallid or light sepia with conspicuous sheen, striate at margin when moist. Stem 20�60 x 2�5mm, more or less cartilaginous, pale greyish often flushed with sepia, base covered in fine white down. Flesh concolorous. Taste strongly of meal, smell mealy when crushed. Gills whitish at first becoming pink or brownish-pink. Spore print pink. Spores broadly elliptic to almost subglobose with well-marked angles, 7.5�10 x 5.5�7um. Cap cuticle thin and fragile. Habitat amongst grass or moss in deciduous woods. Season summer to late autumn. Rare. Not edible. Found In Europe.",poisonous
"Nolanea staurospora Bres. syn. Rhodophyllus staurosporus (Bres.) Lange Kreuzsporiger Gl�ckling. Cap 1�3cm across, convex with an indistinct umbo, dark brown, reddish-brown or greyish, hygrophanous, drying pallid, striate when moist. Stem 20�60 x 1�3mm, paler than the cap, covered in long silky whitish fibrils. Flesh concolorous. Smell mealy. Gills whitish at first then pink. Spore print pink. Spores quadrangular to stellate, 9�10 x 7�9um. Habitat in grassland and open woodland. Season autumn. Common. Not edible. Found In Europe.",poisonous
"Oligoporus caesius (Schrad.: Fr.) Gilbertson & Ryv., syn. Tyromyces caesius (Schrad. ex Fr.) Burr. Bracket 1-8cm across, 1-4cm wide, 0.3-1 cm thick, convex to flat, semicircular, with a sharp margin; upper surface whitish, becoming blue-gray with age or hardening; covered in fine long hairs. Tubes 2-8mm deep; White, later gray-blue. Pores 2-4 per mm, circular or angular to elongated; white, becoming grayish or gray-blue with age. No stem. Flesh soft, spongy, watery when fresh; white, gray or yellowish in age. Odor often fragrant. Taste soapy. Spores sausage-shaped, mouth, amyloid, 4-5 x 0.7-1�. Deposit pale blue or whitish with a gray-blue tinge. Habitat singly or in overlapping groups on dead wood. Frequent. Found in Europe and throughout North America. Season August-November. Not edible.",poisonous
"Oligoporus fragilis (Fr.) Gilbertson & Ryv. syn. Tyromyces fragilis (Fr.) Donk Bracket 2-10cm across, semicircular, fan-shaped, or elongated in outline; white becoming reddish or pinkish brown in age, bruising yellow then reddish when handled; finely hairy, becoming matted in age. Tubes 2-8mm deep. Pores 2-4 per mm, angular to irregular; white bruising yellowish then rusty red. No stem. Flesh soft when fresh; white then reddish, bruising yellowish. Odor strong. Spores cylindrical to sausage-shaped, smooth, 4-5 x 1-2�. Deposit whitish. Habitat singly or in overlapping groups or fused clusters on decaying conifer wood. Quite common. Found widely distributed in northeastern North America, south to North Carolina, west to Colorado, and in California. Season September-October (later in the West). Not edible.",poisonous
"Omphalina ectypoides (Pk.) Bigelow syn. Clitocybe ectypoides (Pk.) Sacc. Cap 2-6cm across, sunken on the disc, funnel-shaped with a spreading, wavy margin; ochraceous; minutely scaly with brownish black hairs, moist. Gills decurrent, almost distant, narrow, some forked; yellowish. Stem 20-65 x 2-9mm, sometimes eccentric, expanding toward the base; honey yellow staining olivaceous to brownish on handling; slightly wrinkled. Flesh thin. Odor mild. Taste mild. Spores ellipsoid, smooth, amyloid, 6.5-8 x 3.5-5�. Deposit white. Habitat on rotting conifer logs, particularly hemlock. Common but not abundant. Found in northeastern North America, west to the Great Lakes and south to North Carolina; also in the Pacific Northwest. Season July-September. Edibility not known -avoid.",poisonous
"Omphalina ericetorum (Fr.) Lange Gefalteter Nabling Heath Navel. Cap I-2.5cm across, convex then soon flattened to funnel-shaped; from pale buff to deep brown or vinaceous; glabrous, strongly striate. Gills decurrent, widely spaced; pale yellowish. Stem 10-30 X I-3mm; pallid to yellow-brown; finely pubescent. Spores ovoid, 7-9 x 4-6�. Deposit white to pale yellow. Basidia can be 1-, 2-, 3-, or 4-spored. Habitat attached to the lichen Botrydina vulgaris, which is the vegetative stage, the mushroom being the reproductive stage, the joint organism forming a basidio-lichen. Found widely distributed throughout northern North America across to the Pacific Northwest and up into the Arctic Circle. Season all year. Edibility not known -avoid.",poisonous
"Omphalina griseopallida (Desm.) Qu�l. Grauer Nabling. Cap 1�1.5cm across, convex with depressed centre, dark grey-brown drying pallid. Stem 10�12 x 2�3mm, concolorous, base covered in fine white down. Flesh thin, concolorous. Gills decurrent, concolorous with cap. Spore print white. Spores broadly elliptic, 9�12 x 5�6um. Habitat amongst grass on open heathland. Season autumn. Uncommon. Not edible. Found In Europe.",poisonous
"Omphalina luteovitellina (Pilat & Nannf.) M. Lange syn. Omphalina flava (Cke.) M. Lange. New syn. Lichenomphalia alpina Zitronengelber Nabling. Cap 7�15mm across, convex then flattened, margin wavy, bright yellow. Stem 10�20 x 2�4mm, concolorous or paler than cap. Flesh thin, concolorous. Gills strongly decurrent, thick and fleshy, few, pale yellowish. Spore print white. Spores elliptic, 6.5�9.5 x 3.5�4um. Habitat on mountains, usually over 2500 feet, especially on peat covered with algal scum. Season autumn. Rare. Not edible. Found In Europe.",poisonous
"Omphalina pyxidata (Bull. ex Fr.) Qu��l. Cap 0.5-2cm across, convex, deeply umbilicate; reddish brown, pinkish brown to yellowish; smooth and deeply radially fluted. Gills decurrent, widely spaced; brownish. Stem 10-30 x 1-2mm, paler than cap; smooth. Spores almond-shaped, 7-10 x 4.5-6��. Deposit white. Habitat in grass in sandy soils, subalpine to alpine. Found in Europe and western North America. Season July-September. Edibility not known -avoid.",poisonous
"Omphalina wynniae (Bark. & Be.) Ito Cap 1-3cm across, broadly convex becoming flatter with an uplifted, lined margin; olive-brown to greenish yellow, paler overall in age; smooth, moist, hygrophanous. Gills decurrent, distant, broad; greenish yellow, brighter and paler in age. Stem 10-30 x 1-4mm equal; yellow or whitish; more or less smooth. Spores ellipsoid, 7-9 x 4-5�. Deposit white. Habitat singly or in small clusters on wet, rotting conifers. Found in the Pacific Northwest. Season September-October. Edibility not known -avoid.",poisonous
"Otidea alutacea (Pers.) Massee syn. Peziza alutacea Pers. Lederfarbener �hrling. Cup 2�4cm wide, 2�5cm high, lopsided and irregularly wavy with a split at the shorter side, inner surface clay-buff, outer pale fawn buff and slightly scurfy. Flesh thick, yellowish. Asci 250 x 15�, not blued by iodine. Paraphyses slender, curved at tip. Spores containing two oil drops, 12�15 x 6�7�. Habitat often in clusters, in soil in woods. Season late summer to autumn. Uncommon. Not edible. Distribution, America and Europe.",poisonous
"Otidea cochleata (L. ex St. Amans) Fuckel syn. O. umbrina (Pers.) Bres. Schnecken-�hrling Otid�e brun d'ombre, Brown Ear. Cap 3�6cm across, subsessile, split down one side, inner surface tan to dark brown, outer ochraceous-buff, slightly scurfy. Asci with tips not blued by iodine, 200�260 x 11�12�. Spores 16�18 x 7�8�. Habitat on bare earth or amongst sparse grass in deciduous or coniferous woodland. Season autumn. Rare. Not edible. Distribution, America and Europe.",poisonous
"Otidea grandis (Pers.) Rehm. Cup 1-2cm high, 1-4cm across, cup shaped when young, expanding irregularly, with lobed and wavy edges; inner surface tan or dark apricot, outer surface orange-brown or paler. Stem up to 10 x 5mm; yellowish. Asci about 165 x 10�. Spores ellipsoid to subfusoid, 14-17 x 6-7�. Habitat singly or in clusters on the ground in mixed or coniferous woods. Rare. Found Europe and in northeastern North America. Season July-September. Edibility not known -avoid.",poisonous
"Otidea onotica (Pers.) Fuckel syn. Peziza onotica Pers. ex Fr. Hare�s Ear, Eselsohr, Oreille de li�vre, Oreille d��ne, Nyulf�lgomba. Cup 2�6cm wide, 3�10cm high, lopsided, irregularly ear-shaped, attached to the substrate by a short, indistinct whitish stalk, inner surface ochraceous flushed pinkish, outer similarly coloured and slightly scurfy. Flesh thin, white. Asci 250 x 10�, not blued by iodine. Paraphyses slender, curved at tip. Spores broadly elliptical, containing two oil drops, 12�13 x 5�6�. Habitat in soil in deciduous or mixed woodland. Season autumn. Occasional. Not edible. Distribution, America and Europe.",poisonous
"Oudemansiella mucida (Schrad. ex Fr.) K�hn. syn. Armillaria mucida (Schrad. ex Fr.) Kummer. Porcelain fungus, Poached Egg Fungus, Collybie mucide, Buchen-Schleimr�bling, Gy�r�s f�l�ke, Agarico viscoso, Porseleinzwam. Cap 2�8cm across, convex then flattening, pale greyish when young becoming more white often with an ochraceous flush at the centre, semi-translucent, slimy. Stem 30�100�3�10mm, white striate above the membranous ring, slightly scaly below. Flesh thin, white. Cystidia thin-walled cylindric or utriform. Spore print white. Spores subglobose 13�18�12�15m. Cap cuticle hymeniform, of erect club-shaped cells. Habitat on the trunks of beech, often high up and in large clusters. Season late summer to late autumn. Common. Edible after washing to remove gluten. Found In Europe. The last shot is from Ted Green, thanks Ted.",edible
"Oudemansiella radicata (Relh. ex Fr.) Sing. syn. Collybia radicata (Relh. ex Fr.) Qu�l. New Syn. Xerula radicata Wurzelschleimr�hling Collybie radicante Rooting shank. Cap 3�10cm across, bell-shaped to convex then flattened with a broad umbo, pallid or ochraceous to olive-brown, radially wrinkled, slimy. Stem 80�200�5�10mm, white at the apex, flushed with cap colour towards the thickened long-rooting base. Flesh thin, concolorous. Gills broad, white. Spore print white. Spores broadly elliptic, nonamyloid, 12�16�10�12m. Habitat under or near deciduous trees, especially beech, attached to roots or buried wood. Season early summer to late autumn. Very common. Edible � not worthwhile. Distribution, America and Europe.",poisonous
"Oxyporus populinus (Schum. ex Fr.) Donk syn. Fomes populinus (Schum. ex Fr.) Karst. syn. Fomes connatus (Weinm.) Gill. Pappelporling Poplar Bracket. Bracket 3�6cm across, 2�3cm wide, 1�4cm thick, in tiers; upper surface uneven, whitish grey to pale grey-buff often with an ochraceous tint, frequently green tinged due to being overgrown by algae or moss. Flesh white. Smell slightly fungusy. Tubes 2�4mm long in each layer, whitish at first then straw-yellow. Pores 4�7 per mm, circular or slightly angular, whitish. Cystidia in tubes thin-walled, hyaline, clavate or fusoid with encrusted apex. Spores white, subglobose, 3.5�4.5 x 3�4um. Hyphal structure monomitic; generative hyphae without clamp-connections. Habitat on trunks of deciduous trees. Season all year. Occasional. Not edible. Distribution, America and Europe.",poisonous
"Pachyella clypeata (Schw.) Le Gal Cup 1-4cm across, disc-shaped, closely attached to the substrate; upper surface blackish and shining, undersurface pallid with a faint greenish tinge. No stem. Spores ellipsoid, 25-27 x 12-14�. Habitat on very wet decayed wood of deciduous trees. Fairly common. Found widely distributed in eastern North America. Season August-October. Edibility not known avoid.",poisonous
"Panaeolina foenisecii (Pers. ex Fr.) Maire syn. Psilocybe foenisecii (Pers. ex Fr.) Qu�l. syn Panaeolus foenisecii (Pers. ex Fr.) Schroeter Heud�ngerling Brown Mottlegill. Cap 1�2cm across, bell-shaped to convex, dark dull-brown drying out pale clay brown from the rust-coloured centre outwards to the margin which often remains darker. Stem 40�70 x 2�3mm, paler than cap. Flesh buff to pale brown. Smell not distinctive. Gills adnate, pale brown when young soon becoming mottled darker. Spore print brownish black. Spores lemon-shaped, rough, with germ-pore, 12�15 x 7�8.5um. Habitat in grassland and on lawns and roadsides. Season summer to autumn. Common. Not edible. Found In Europe.",poisonous
"Panaeolus ater (Lange) K�hn. & Romagn. syn. P. fimicola (Fr.) Qu�l. s. Ricken. Dunkler D�ngerling. Cap 1.5�4.5cm across, hemispherical with slight umbo, dark brown when moist drying buff or tan from margin inwards. Stem 20�80 x 2�5mm, buff or tan to darker brown, paler at apex, base covered in fine white down. Flesh thin, brown. Taste mushroomy, smell none. Gills adnate, grey at first soon becoming mottled black then finally totally black. Spore print black. Spores lemon-shaped, 10�14 x 7�8um. Habitat on lawns or in short grass under trees. Season spring to autumn. Frequent. Not edible. Found In Europe.",poisonous
"Panaeolus campanulatus (Bull. ex Fr.) Qu�l Glockend�ngerling Bell-shaped Mottlegill. Cap 2�4cm across, hemispherical, pale buff at margin, reddish-brown towards centre which is slightly viscid in wet weather. Stem 70�100 x 2�3mm, grey or grey-brown. Flesh buff. Smell faint, not distinctive. Gills adnate grey soon becoming black. Spore print black. Spores lemon-shaped, 12�14 xc 7�8um. Habitat in pastureland, especially on horse dung. Season late summer to autumn. Uncommon. Not edible. Distribution Europe and north America.",poisonous
"Panaeolus retirugis Fr. Cap 3-6cm across, bell-shaped; pale tan-brown, but often white when old and dry; glabrous, surface often pitted or wrinkled. Gills adnate, crowded, broad; purplish gray at first, then blackish brown. Stem 90-150 x 3-7mm, hollow; whitish to pale gray; densely pruinose for most of its length; beaded above with droplets when fresh. Flesh thin; brown. Odor not distinctive. Taste slightly foul. Spores lemon-shaped, with an apical pore (11)12-16(18) x 8-11�. Deposit blackish. Habitat on dung or on heavily manured soil. Found in Europe and widespread throughout North America. Season April-August. Not edible.",poisonous
"Panaeolus rickenii Hora Wiesend�ngerling. Cap 1�2cm across, convex to conical with prominent umbo, dark brown and striate at margin when moist drying pale buff or tan, flushed tan towards centre. Stem 50�100 x 2�3m, pinkish brown or tan with paler apex. Flesh thin, tan. Taste not distinctive, smell mushroomy. Gills adnate, grey soon becoming black. Spore print black. Spores lemon-shaped, 13�16 x 9.5�11um. Habitat in damp pastureland. Season summer to autumn. Frequent. Not edible. Found In Europe.",poisonous
"Panaeolus semiovatus (Sow. ex Fr.) Lund. syn. Anellaria separata (L. ex Fr.) Karst. syn. P. separatus (L. ex Fr.) Gillet Ring-D�ngerling Egghead Mottlegill. Cap 2�6cm across, ovate-bell-shaped, never expanding, clay white tinged yellowish towards centre, viscid, drying shiny, velar remnants often adhering to margin. Stem 50�100 x 4�8mm, slightly thickened at base, whitish; ring white and membranaceous, persistent. Flesh whitish, yellowish in stem. Gills broad, whitish, soon brown-black, often with a white edge. Pleurocystidia in form of broad lanceolate chrysocystidia with pointed apices. Spore print black. Spores pip-shaped, 16�20 x 10�12um. Habitat on dung. Season spring to early winter. Occasional. Not edible. Distribution, America and Europe.",poisonous
"Panaeolus speciosus Orton Schaf-D�ngerling. Cap 2�7cm across, conical to convex, buff or dull brown at first becoming more greyish with darker olivaceous-brown zone near the margin, tinged ochraceous or tawny at the centre, drying greyish or buff, cracking. Stem 70�175 x 2�5mm, whitish tinged tawny or greyish-pink, base dusted white. Flesh concolorous with cap, hollow in stem. Smell faint, mushroomy. Gills adnate, clay-buff becoming mottled blackish. Spore print blackish. Spores angular lemon-shaped, 14�20 x 8�10 x 10�12um. Habitat on horse or sheep dung. Season late summer to autumn. Uncommon. Edibility unknown-avoid. Found In Europe.",poisonous
"Panaeolus sphinctrinus (Fr.) Qu�l. syn. P. campanulatus var. sphinctrinus (Fr.) Qu�l. Gez�huter D�ngerling. Cap 2�4cm across, broadly conical to bell-shaped sometimes with a slight umbo, dark grey to almost black when moist drying out pale grey with dark ochre centre, margin overhanging gills forming pale delicate teeth. Stem 60�120 x 2�3mm, grey, paler at apex. Flesh thin, pale grey. Gills adnate, grey soon becoming black, edge white. Spore print black. Spores lemon-shaped, 14�18 x 10�12um. Habitat in pastureland, on or near dung. Season late spring to autumn. Common. Not edible. Distribution, America and Europe.",poisonous
"Panellus mitis (Pers. ex Fr.) Sing. syn. Pleurotus mitis (Pers. ex Fr.) Qu�l. Milder Zwergkn�ueling �desk�s d�csk�gomba Elastic Oysterling. Cap 0.5�1.5cm across, fan-shaped, horizontal, white becoming clay-pink, pellicle separable. Stem 5�10�3�5mm, lateral, flattened, whitish covered in white mealy granules. Flesh white. Taste mild. Gills crowded, with gelatinous edge, white to cream. Spore print white. Spores cylindrical, amyloid, 3.5�5 x 1�1.5um. Habitat coniferous twigs. Season early autumn to early winter. Rare. Not edible. Distribution, America and Europe.",poisonous
"Panellus serotinus (Schrad. ex Fr.) K�hn. syn. Pleurotus serotinus (Schrad. ex Fr.) Kummer Gelbstieliger Zwergkn�ueling Olive Oysterling. Cap 3�7(15)cm across, kidney-shaped, ochre to olive-green, tacky in wet weather. Stem 10�25 x 8�15mm, lateral or rudimentary, yellowish covered in minute brownish scurfy scales. Flesh white with a gelatinous layer below the cap cuticle. Gills pale yellow to orange-yellow, fading with age. Pleuro- and cheilocystidia thin-walled, vesiculose-clavate, with yellowish contents. Spore print white. Spores curved cylindrical, amyloid 4�5.5 x 1�2um. Habitat on fallen trunks and branches. Season autumn to early winter. Uncommon. Edible. Distribution, America and Europe.",edible
"Panellus stypticus (Bull. ex Fr.) Karst. syn. Panus stipticus (Bull. ex Fr.) Eichen Zwergkn�ueling Pane stiptique Bitter Oysterling. Note stypticus is also spelt stipticus by some authors. Cap 1�3cm across, kidney-shaped, pale ochre-brown to cinnamon, minutely scurfy. Stem 5�20 x 2�5mm, lateral, tapering towards the base, concolorous with cap or paler. Flesh whitish to pale yellowish. Taste bitter. Gills pale cinnamon. Spore print white. Spores elliptic, amyloid, 3�6 x 2�3um. Habitat often in crowded tiers on dead branches or stumps, especially of oak. Season all year. Uncommon. Not edible. Distribution, America and Europe. Note the spelling of stipticus",poisonous
"Panus strigosus Berk. & Curt. Cap 10-40cm across, fan-shaped to broadly convex, becoming flatter or slightly sunken; whitish to buff, creamy, or yellowish; dry, coarsely hairy all over. Gills decurrent, close to subdistant, broad; whitish tinged brownish or pale mauve, yellowing in age. Stem 20-150 x 10-40mm, generally lateral or off center, solid, sometimes thicker below; white to buff, yellowish in age; tough, coarsely hairy toward the base. Flesh thick, quite tough; white or yellowish. Taste mild. Spores oblong, smooth, nonamyloid, 11-13 x 3.5-5�. Deposit white. Habitat singly or in small clusters of 3-4 in the wounds of living hardwoods, especially maple and yellow birch. Rare. Found widely distributed in eastern and western North America. Season August-October. Said to be edible but too tough and rare to be worthwhile.",poisonous
"Panus torulosus (Pers. ex Fr.) Fr. syn. Pleurotus conchatus (Bull. ex Fr.) Pil�t Birkenkn�ueling Pleurote en conque. Cap 4�8cm across, slightly concave to funnel-shaped, often wavy at the margin, ochre to reddish-brown, tinged lilac when young, becoming cracked and scaly with age. Stem 10�20 x 10�20mm, excentric or lateral, tapering towards the base, concolorous with cap, covered in a lilac bloom when young. Flesh whitish. Taste and smell not distinctive. Gills deeply decurrent, ochraceous, but distinctly flesh-coloured or lilac when young. Spore print white. Spores oblong-elliptical, non-amyloid, 5�6 x 3�3.5um. Habitat on stumps and branches of deciduous trees. Season late spring to autumn. Occasional. Not edible. Found In Europe.",poisonous
"Paxillus atrotomentosus (Fr.) Fr. Syn Tapinella atromentosus Sutara Samtfusskrempling Paxille � pied noir. Cap 12�28cm across, snuff-brown or sepia with sienna patches, depressed in the centre, margin inrolled, slightly downy. Stem 30�90 x 20�50mm, sometimes lateral, rooting, covered in a fine olivaceous buff down which becomes more coarse, velvety and dark brown with age. Flesh cream, ochre or buff in stem. Taste and smell not distinctive. Gills crowded, joining to give a vein-like network near the stem. Spore print sienna. Spores ellipsoid, 5�6.5 x 3�4.5um. Habitat tufted on stumps of conifers, were it causes brown rot. Season late summer to autumn. Occasional. Not edible, Suspect -avoid. Distribution, America and Europe. A new genus has been proposed for this fungus (Tapinella), and it will probably become the preferred name.",poisonous
"Paxillus involutus (Fr.) Fr. Kahler Krempling Paxille enroul� Brown Rollrim. Cap 5�12cm across, ochraceous or fulvous with olivaceous flush at first becoming more rusty-brown and finally hazel or snuff brown, viscid at centre when wet, downy throughout particularly at margin which remains inrolled, becoming smooth later. Stem up to 75 x 8�12mm, concolorous with cap becoming stained chestnut especially with age or on bruising. Flesh pale ochre in cap, fulvous in stem base, darkening on cutting. Taste acidic, smell fungusy. Gills decurrent, crowded, pale ochre then sienna, bruising vinaceous or chestnut. Spore print sienna. Spores ellipsoid, 8�10 x 5�6um. Habitat in broad-leaved woodland, especially with birch on acid heathland. Season late summer to late autumn. Very common. Deadly Poisonous � After eating over a period it has been known to cause death. Distribution, America and Europe.",poisonous
"Paxillus panuoides (Fr.) Fr. syn. Tapinia panuoides Sutara Muschelkrempling. Cap 1�6cm across, ochraceous to buff or fulvous, downy and often with lilac tomentum especially toward the point of attachment. Stem up to 10mm, entirely absent or rudimentary and lateral. Flesh ochraceous. Taste and smell not distinctive. Gills decurrent, crowded, branched and wavy, pale buff bruising darker. Spore print ochraceous rust. Spores ellipsoid, 4�5.5 x 3�4um. Habitat on conifer debris, causing the infected wood to become soft and discolour bright yellow. Season late summer to late autumn. Uncommon. Not edible. Distribution, America and Europe. A new genus has been proposed for this fungus (Tapinella), and it will probably become the preferred name.",poisonous
"Paxina acetabulum (L. ex St. Amans) O. Kuntze syn. Helvella acetabula (L. ex St. Amans) Qu�l. Rippenbecherling Vinegar Cup. Cup 4�6cm across, deeply cup-shaped, inner surface dark chestnut brown, outer paler and finely downy. Stem 10�40 x 20�30mm, whitish, deeply furrowed and strongly ribbed along the underside of the cup, more or less hollow. Asci 400 x 20�. Spores broadly elliptical, 18�22 x 12�14�. Habitat amongst leaf litter in woods usually on calcareous soil. Season spring to summer. Occasional. Poisonous unless well cooked. Distribution, America and Europe.",poisonous
"leucomelas (Pers.) Kuntze syn. Acetabula vulgaris Fuckel Brauner Rippenbecherling Ac�tabule vulgaire Paxina. Cup 2�4cm across, deeply cup-shaped but splitting at the margin, inner surface dark greyish brown, outer pale grey to buff and finely downy, not ribbed. Stem 5�15 x 10�15mm, whitish, ribbed, with ribs extending to base of cup. Asci 400 x 20�. Spores broadly elliptic, 18�22 x 12�14�. Habitat woodlands and heaths. Season spring to early autumn. Uncommon. Poisonous unless well cooked. Distribution, America and Europe.",poisonous
"Peniophora lycii (Pers.) H�hn. & Litsch Blaugrauer Rindenpilz. Fruit body resupinate, forming thin irregular patches on the undersides of branches, blue-grey with a violaceous tint. Cystidia club-shaped conspicuously encrusted in crystalline material and often becoming buried as the hymenium thickens. Dendrophyses hyaline, branched, encrusted with crystalline material. Spores pink, cylindric or somewhat curved, 9�13 x 3.5�5um. Habitat on dead twigs and sticks of many deciduous trees. Season all year. Very common. Not edible. Found In Europe.",poisonous
"Peniophora quercina (Fr.) Cke. Eichen-Rindenpilz. Fruit body resupinate, forming ochraceous pink to purple grey patches 0.1�0.5mm thick which dry hard and brittle rolling away from the substrate and back on themselves to show the dark brown or black underside. Flesh relatively thick almost gelatinous, hyaline except for a narrow brownish zone adjacent to the substrate. Cystidia thick-walled, hyaline, fusiform, heavily encrusted with crystalline material, and often becoming buried as the hymenium thickens. Spores light red, curved cylindric, 8�12 x 3�4um. Habitat on dead branches of deciduous trees especially oak. Season all year. Common. Not edible. Distribution, America and Europe.",poisonous
"Peziza atrovinosa Cke. & Gerard Cup 2-5cm across, quite deeply cup-shaped, sometimes becoming contorted in age or from pressure of overlapping cups; inner surface brown becoming almost black with an olivaceous tinge from a dusting of spores, outer surface cinnamon brown to smoky. No stem. Asci 275 x 14�. Spores ellipsoid, smooth, containing 1 or 2 oil drops. 10 x 15-17�. Habitat in groups or sometimes dense clusters on the ground or among moss in woods. Rather common. Found in eastern North America arid Montana. Season June-September. Not edible.",poisonous
"Peziza badia Pers. ex M�rat Kastanienbrauner Becherling P�zize brune, Bay Cup. Cup 3�8cm across, cup-shaped, irregularly wavy with age, sessile, inner surface olive-brown, outer reddish-brown and slightly scurfy. Flesh thin, reddish-brown, yielding watery juice. Asci 330 x 15�, blued at the tip by iodine. Spores elliptical, containing two oil drops, irregularly reticulate, 17�20 x 9�12�. Habitat on soil especially on open clay banks or paths. Season late summer to autumn. Common. Edible when well cooked, poisonous if eaten raw. Distribution, America and Europe.",poisonous
"Peziza badioconfusa Korf Cup 3-10cm across, deeply cup-shaped, becoming irregular; inner surface dull reddish brown, outer surface similar but roughened or unpolished. No stem. Flesh brittle. Asci about 140 x 12�. Spores ellipsoid, finely warted, containing 2 oil drops, 17-21 x 8-10�. Spore sacs amyloid. Habitat singly or in groups on humus or beside old logs. Throughout North America and common in the East. Season May June. Said to be edible.",edible
"Peziza bovina Phillips Cup up to 1.5cm across, cup-shaped with an upturned margin; inner surface cinnamon brown, outer surface a little paler and scurfy. No stem. Flesh brittle. Spores ellipsoid, smooth, 19-22 x 9-10�. Habitat growing on dung. Found in the Pacific Northwest. Season April-June. Not edible.",poisonous
"Peziza cerea Sow. ex M�rat syn. P. tectoria Cooke Wachsiger Becherling Fali cs�szegomba Cellar Cup. Cup 1�5cm across, cup-shaped, sessile, inner surface pale yellowish-buff, outer similarly coloured, scurfy, darkening towards the base. Flesh firm, whitish. Smell slight. Asci 350 x 16�, blued at the tip by iodine. Spores elliptical, smooth, 14�17 x 8�10�. Habitat on rotting sandbags, damp mortar and the soil between damp paving stones, often found in cellars. Season all year. Common. Not edible. Distribution, America and Europe.",poisonous
"Peziza domiciliana Cke. Fruit body 2-10cm across, at first goblet-like with a distinct stem, then soon expanding, flattened with an inrolled margin; white then soon pale yellow-ochre to brownish buff. Flesh fragile, thin; buff then golden yellow when broken. Odor not distinctive. Taste not distinctive. Asci 200-250 x 11-12�. Spores smooth, ellipsoid, with 2 oil drops inside, 13-15 x 8-10�. Paraphyses slender, septate, slightly swollen above. Habitat usually associated with buildings, often on damp sand, plaster, in cellars, on rotten wood in houses. Common. Found throughout North America. Season all year. Not edible.",poisonous
"Peziza petersii Berk. & Curtis syn. Galactinia sarrazinii Boud. Milchender Becherling. Cup 3�5cm across, cup-shaped and often clustered, sessile, inner surface reddish-brown with dark grey centre, outer reddish brown at the margin, dark grey towards the base, scurfy. Flesh thin, greyish. Asci 200 x 10�, blued at the tip by iodine. Spores containing two oil drops, finely warted, 10�12 x 5.5�6�. Habitat on burnt wood and soil often on bonfire sites. Season early summer to autumn. Uncommon. Not edible. Found In Europe.",poisonous
"Peziza praetervisa Bres. �bersehender Becherling Lil�sbarna cs�szegomba. Cup 1�4cm across, cup-shaped and expanding, often in clusters, sessile, inner surface violaceous sometimes with a brown tint, outer paler and slightly scurfy. Flesh thin, mauve. Asci 250 x 10�, blued at the tip by iodine. Spores containing two oil drops, finely warted, 11�13 x 6�8�. Habitat on fire sites. Season autumn to summer. Common. Not edible. Found In Europe.",poisonous
